Temperature,Concentration,Viscosity,Boiling Point,Freezing Point,Molecular mass + (u),Ionic radius + (pm),Charge number +,Molecular mass - (u),Ionic radius - (pm),Charge number -,Shielding Effect+,Reduction in Activity Coefficient+,Molecular Polarization+,Shielding Effect-,Reduction in Activity Coefficient-,Molecular Polarization-,Dielectric
40,2.7,545.24,100.31,-0.52,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,71.1
40,5.4,579.65,100.61,-1.02,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,69.23
40,8.1,614.06,100.91,-1.51,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,67.49
40,10.8,648.47,101.2,-2.01,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,65.84
40,13.5,682.88,101.5,-2.5,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,64.29
40,16.2,717.29,101.8,-3,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,62.81
40,18.9,751.71,102.1,-3.49,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,61.41
40,21.6,786.12,102.39,-3.99,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,60.07
40,24.3,820.53,102.69,-4.49,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,58.79
40,27,854.94,102.99,-4.98,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,57.57
50,3.2,461.18,100.37,-0.61,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,67.58
50,6.4,495.28,100.72,-1.2,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,65.51
50,9.6,529.38,101.07,-1.79,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,63.59
50,12.8,563.48,101.42,-2.37,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,61.8
50,16,597.57,101.78,-2.96,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,60.11
50,19.2,631.67,102.13,-3.55,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,58.52
50,22.4,665.77,102.48,-4.14,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,57.02
50,25.6,699.87,102.83,-4.72,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,55.6
50,28.8,733.97,103.18,-5.31,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,54.25
50,32,768.07,103.54,-5.9,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,52.98
60,3.7,400.8,100.42,-0.7,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,64.24
60,7.4,434.68,100.83,-1.38,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,61.99
60,11.1,468.55,101.24,-2.06,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,59.93
60,14.8,502.42,101.64,-2.74,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,58.02
60,18.5,536.3,102.05,-3.42,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,56.23
60,22.2,570.17,102.46,-4.1,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,54.56
60,25.9,604.04,102.87,-4.78,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,52.99
60,29.6,637.92,103.27,-5.46,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,51.52
60,33.3,671.79,103.68,-6.14,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,50.14
60,37,705.66,104.09,-6.82,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,48.84
70,4.35,356.54,100.5,-0.82,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,60.98
70,8.7,391.44,100.97,-1.62,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,58.52
70,13.05,426.35,101.45,-2.42,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,56.27
70,17.4,461.26,101.93,-3.22,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,54.21
70,21.75,496.17,102.41,-4.02,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,52.31
70,26.1,531.07,102.89,-4.82,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,50.54
70,30.45,565.98,103.37,-5.61,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,48.91
70,34.8,600.89,103.84,-6.41,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,47.39
70,39.15,635.8,104.32,-7.21,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,45.98
70,43.5,670.7,104.8,-8.01,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,44.67
80,5.06,322.43,100.57,-0.95,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,57.85
80,10.12,358.57,101.13,-1.88,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,55.18
80,15.18,394.71,101.69,-2.81,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,52.78
80,20.24,430.86,102.24,-3.74,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,50.59
80,25.3,467,102.8,-4.67,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,48.59
80,30.36,503.14,103.36,-5.6,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,46.75
80,35.42,539.29,103.91,-6.53,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,45.07
80,40.48,575.43,104.47,-7.45,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,43.53
80,45.54,611.57,105.03,-8.38,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,42.12
80,50.6,647.71,105.58,-9.31,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,40.84
90,7.06,303.38,100.79,-1.32,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,54.23
90,14.12,348.81,101.57,-2.62,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,50.88
90,21.18,394.25,102.35,-3.91,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,47.96
90,28.24,439.68,103.12,-5.21,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,45.38
90,35.3,485.12,103.9,-6.5,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,43.09
90,42.36,530.55,104.68,-7.8,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,41.07
90,49.42,575.99,105.45,-9.09,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,39.29
90,56.48,621.43,106.23,-10.39,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,37.73
90,63.54,666.86,107.01,-11.69,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,36.38
90,70.6,712.3,107.78,-12.98,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,35.22
