Temperature,Concentration,Viscosity,Boiling Point,Freezing Point,Molecular mass + (u),Ionic radius + (pm),Charge number +,Molecular mass - (u),Ionic radius - (pm),Charge number -,Shielding Effect+,Reduction in Activity Coefficient+,Molecular Polarization+,Shielding Effect-,Reduction in Activity Coefficient-,Molecular Polarization-,Duration,Event,Cumulative_Hazard,Dielectric
70,220,100.78,106.6,-16.15,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,74,0,0.511848706,17.07
70,275,83.9,108.25,-20.06,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,75,0,0.565209875,21.12
70,330,73.2,109.9,-23.96,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,76,0,0.696666632,29.66
70,385,65.87,111.55,-27.87,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,77,0,0.949147645,42.29
70,440,60.56,113.2,-31.77,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,78,1,1.418533058,58.7
70,495,56.55,114.85,-35.68,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,79,1,2.312010941,78.65
70,550,53.43,116.5,-39.59,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,80,1,4.089387115,101.94
80,64,330.94,101.92,-5.07,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,81,0,0.780489858,34.3
80,128,166.88,103.84,-9.62,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,82,0,0.562310999,20.91
80,192,113.61,105.76,-14.16,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,83,0,0.500202145,16.13
80,256,88.81,107.68,-18.71,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,84,0,0.527886534,18.33
80,320,74.84,109.6,-23.25,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,85,0,0.645584268,26.55
80,384,65.98,111.52,-27.8,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,86,0,0.900692998,40.15
80,448,59.91,113.44,-32.34,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,87,1,1.416797415,58.65
80,512,55.51,115.36,-36.89,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,88,1,2.490068117,81.68
80,576,52.18,117.28,-41.43,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,89,1,4.857535605,108.97
80,640,49.57,119.2,-45.98,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,90,1,10.44842531,140.25
90,90,237.03,102.7,-6.92,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,91,0,0.64353253,26.42
90,180,120.48,105.4,-13.31,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,92,0,0.495326892,15.73
90,270,85.11,108.1,-19.7,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,93,0,0.533604632,18.77
90,360,68.89,110.8,-26.09,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,94,0,0.754372513,32.91
90,450,59.75,113.5,-32.48,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,95,1,1.349085713,56.65
90,540,53.94,116.2,-38.88,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,96,1,2.975234364,88.95
90,630,49.94,118.9,-45.27,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,97,1,7.946237336,129.07
90,720,47.03,121.6,-51.66,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,98,1,25.32678897,176.41
90,810,44.81,124.3,-58.05,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,99,1,95.27778055,230.52
90,900,43.07,127,-64.44,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,100,1,418.828329,290.99
0,5,983.27,100.41,-3.17,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,101,1,1.884424748,81.89
0,10,1184.21,102.11,-6.34,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,102,1,1.668095647,76.91
0,15,1426.22,103.8,-9.51,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,103,1,1.498821464,72.54
0,20,1717.68,105.47,-12.68,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,104,1,1.363647916,68.68
0,25,2068.71,107.13,-15.85,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,105,1,1.254104161,65.26
0,30,2491.47,108.77,-19.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,106,1,1.164141912,62.22
0,35,3000.64,110.39,-22.19,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,107,1,1.090200859,59.54
0,40,3613.85,112,-25.36,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,108,1,1.028987334,57.18
0,45,4352.39,113.59,-28.53,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,109,1,0.978611039,55.13
0,50,5241.85,115.17,-31.7,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,110,1,0.93733338,53.37
10,6,814.82,100.75,-3.8,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,111,1,1.68121735,77.23
10,12,1018.53,102.79,-7.61,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,112,1,1.469747123,71.74
10,18,1273.15,104.81,-11.41,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,113,1,1.309972921,67.04
10,24,1591.44,106.8,-15.22,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,114,1,1.185718252,62.97
10,30,1989.29,108.77,-19.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,115,1,1.087534666,59.44
10,36,2486.6,110.71,-22.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,116,1,1.009521159,56.4
10,42,3108.24,112.64,-26.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,117,1,0.947486629,53.81
10,48,3885.29,114.54,-30.43,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,118,0,0.898236581,51.63
10,54,4856.6,116.42,-34.24,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,119,0,0.859506858,49.83
10,60,6070.72,118.28,-38.04,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,120,0,0.829932122,48.4
20,7,684.86,101.09,-4.44,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,121,1,1.509872016,72.84
20,14,888.51,103.47,-8.88,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,122,1,1.30740936,66.96
20,21,1152.72,105.81,-13.31,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,123,1,1.158738522,62.03
20,28,1495.49,108.11,-17.75,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,124,1,1.046263853,57.86
20,35,1940.18,110.39,-22.19,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,125,1,0.959862813,54.34
20,42,2517.11,112.64,-26.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,126,0,0.893410875,51.41
20,49,3265.59,114.85,-31.07,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,127,0,0.842421378,49.01
20,56,4236.64,117.04,-35.5,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,128,0,0.804126875,47.11
20,63,5496.44,119.2,-39.94,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,129,0,0.776267607,45.67
20,70,7130.86,121.33,-44.38,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,130,0,0.75749079,44.67
30,8,583.08,101.43,-5.07,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,131,1,1.364984178,68.72
30,16,785.12,104.14,-10.14,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,132,1,1.173299375,62.54
30,24,1057.18,106.8,-15.22,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,133,1,1.036320095,57.47
30,32,1423.5,109.42,-20.29,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,134,1,0.935270021,53.28
30,40,1916.77,112,-25.36,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,135,0,0.860138465,49.86
30,48,2580.96,114.54,-30.43,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,136,0,0.804323797,47.12
30,56,3475.3,117.04,-35.5,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,137,0,0.76382339,45.01
30,64,4679.55,119.51,-40.58,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,138,0,0.735557163,43.47
30,72,6301.08,121.93,-45.65,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,139,0,0.717940848,42.48
30,80,8484.5,124.33,-50.72,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,140,0,0.709378386,41.99
40,9,502.27,101.77,-5.71,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,141,1,1.24127293,64.84
40,18,701.94,104.81,-11.41,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,142,1,1.061488624,58.45
40,27,980.98,107.79,-17.12,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,143,1,0.935957302,53.31
40,36,1370.96,110.71,-22.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,144,0,0.845935357,49.18
40,45,1915.96,113.59,-28.53,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,145,0,0.78103409,45.92
40,54,2677.62,116.42,-34.24,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,146,0,0.735197036,43.45
40,63,3742.07,119.2,-39.94,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,147,0,0.70418654,41.69
40,72,5229.67,121.93,-45.65,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,148,0,0.685304939,40.58
40,81,7308.65,124.62,-51.35,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,149,0,0.678791758,40.19
40,90,10214.09,127.27,-57.06,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,150,0,0.678791758,40.19
50,9.5,429.26,101.94,-6.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,151,1,1.145760263,61.57
50,19,611.16,105.14,-12.05,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,152,1,0.981250435,55.24
50,28.5,870.15,108.28,-18.07,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,153,0,0.867541596,50.21
50,38,1238.9,111.36,-24.09,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,154,0,0.786792519,46.22
50,47.5,1763.9,114.38,-30.12,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,155,0,0.729637546,43.14
50,57,2511.38,117.35,-36.14,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,156,0,0.690188554,40.87
50,66.5,3575.61,120.27,-42.16,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,157,0,0.66481004,39.34
50,76,5090.83,123.13,-48.18,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,158,0,0.651116317,38.49
50,85.5,7248.15,125.95,-54.21,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,159,0,0.64777684,38.28
50,95,10319.66,128.72,-60.23,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,160,0,0.653992425,38.67
60,10,370.48,102.11,-6.34,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,161,1,1.061748571,58.46
60,20,537.38,105.47,-12.68,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,162,0,0.91108421,52.21
60,30,779.46,108.77,-19.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,163,0,0.807876652,47.3
60,40,1130.59,112,-25.36,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,164,0,0.735557163,43.47
60,50,1639.91,115.17,-31.7,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,165,0,0.685137156,40.57
60,60,2378.67,118.28,-38.04,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,166,0,0.651435259,38.51
60,70,3450.24,121.33,-44.38,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,167,0,0.631025519,37.21
60,80,5004.53,124.33,-50.72,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,168,0,0.621822538,36.61
60,90,7259.01,127.27,-57.06,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,169,0,0.622889265,36.68
60,100,10529.11,130.15,-63.4,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,170,0,0.633347468,37.36
70,10.5,322.64,102.28,-6.66,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,171,1,0.988001064,55.52
70,21,476.77,105.81,-13.31,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,172,0,0.849672019,49.36
70,31.5,704.53,109.26,-19.97,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,173,0,0.75582332,44.58
70,42,1041.1,112.64,-26.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,174,0,0.690864881,40.91
70,52.5,1538.44,115.95,-33.29,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,175,0,0.646509169,38.2
70,63,2273.38,119.2,-39.94,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,176,0,0.617725103,36.34
70,73.5,3359.4,122.38,-46.6,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,177,0,0.601898273,35.28
70,84,4964.22,125.51,-53.26,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,178,0,0.596761999,34.93
70,94.5,7335.69,128.57,-59.91,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,179,0,0.601603585,35.26
70,105,10840.04,131.58,-66.57,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,180,0,0.616063528,36.23
80,10.75,280.7,102.37,-6.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,181,1,0.92615435,52.88
80,21.5,418.67,105.97,-13.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,182,0,0.800198542,46.91
80,32.25,624.45,109.5,-20.45,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,183,0,0.71478351,42.3
80,43,931.38,112.96,-27.26,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,184,0,0.655916885,38.79
80,53.75,1389.17,116.34,-34.08,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,185,0,0.616214395,36.24
80,64.5,2071.97,119.66,-40.89,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,186,0,0.590945619,34.53
80,75.25,3090.37,122.91,-47.71,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,187,0,0.577640717,33.6
80,86,4609.34,126.1,-54.52,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,188,0,0.574537387,33.38
80,96.75,6874.9,129.22,-61.34,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,189,0,0.580903032,33.83
80,107.5,10254.02,132.29,-68.16,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,190,0,0.596615894,34.92
90,11,246.09,102.45,-6.97,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,191,0,0.870947073,50.37
90,22,370.47,106.14,-13.95,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,192,0,0.75582332,44.58
90,33,587.73,109.74,-20.92,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,193,0,0.678127249,40.15
90,44,839.63,113.27,-27.9,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,194,0,0.6247222,36.8
90,55,1264.02,116.73,-34.87,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,195,0,0.588923308,34.39
90,66,1902.92,120.12,-41.84,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,196,0,0.566713027,32.82
90,77,2864.74,123.43,-48.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,197,0,0.555719851,32.02
90,88,4312.71,126.68,-55.79,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,198,0,0.554360783,31.92
90,99,6492.56,129.87,-62.77,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,199,0,0.562152233,32.49
90,110,9774.21,132.99,-69.74,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,200,0,0.578773352,33.68
0,1.08,2432.18,100.14,-0.22,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,201,1,3.749069084,86.8
0,2.16,2496,100.25,-0.42,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,202,1,3.661072759,85.83
0,3.24,2559.82,100.37,-0.62,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,203,1,3.578645183,84.9
0,4.32,2623.64,100.49,-0.82,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,204,1,3.499786923,83.99
0,5.4,2687.45,100.61,-1.02,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,205,1,3.426020296,83.12
0,6.48,2751.27,100.73,-1.21,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,206,1,3.354629795,82.26
0,7.56,2815.09,100.85,-1.41,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,207,1,3.287140684,81.43
0,8.64,2878.91,100.97,-1.61,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,208,1,3.222587108,80.62
0,9.72,2942.73,101.09,-1.81,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,209,1,3.160848796,79.83
0,10.8,3006.55,101.2,-2.01,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,210,1,3.101052496,79.05
10,1.3,1280.81,100.16,-0.26,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,211,1,3.393459184,82.73
10,2.6,1321.05,100.3,-0.5,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,212,1,3.303277908,81.63
10,3.9,1361.29,100.45,-0.74,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,213,1,3.218644119,80.57
10,5.2,1401.52,100.59,-0.98,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,214,1,3.14002071,79.56
10,6.5,1441.76,100.73,-1.22,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,215,1,3.064818406,78.57
10,7.8,1482,100.87,-1.46,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,216,1,2.994348509,77.62
10,9.1,1522.24,101.02,-1.7,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,217,1,2.926931961,76.69
10,10.4,1562.48,101.16,-1.93,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,218,1,2.863135694,75.79
10,11.7,1602.71,101.3,-2.17,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,219,1,2.802101854,74.91
10,13,1642.95,101.45,-2.41,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,220,1,2.744384305,74.06
20,1.677,875.55,100.2,-0.33,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,221,1,3.076849148,78.73
20,3.354,910.71,100.39,-0.64,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,222,1,2.977532438,77.39
20,5.031,945.88,100.57,-0.95,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,223,1,2.887071419,76.13
20,6.708,981.04,100.75,-1.26,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,224,1,2.802788059,74.92
