Temperature,Concentration,Viscosity,Boiling Point,Freezing Point,Molecular mass + (u),Ionic radius + (pm),Charge number +,Molecular mass - (u),Ionic radius - (pm),Charge number -,Shielding Effect+,Reduction in Activity Coefficient+,Molecular Polarization+,Shielding Effect-,Reduction in Activity Coefficient-,Molecular Polarization-,Duration,Event,Cumulative_Hazard,Dielectric
40,64,330.94,101.92,-5.07,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,42,0,1.527506622,41.18
40,96,222.23,102.88,-7.34,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,43,0,1.201930987,31.66
40,128,166.88,103.84,-9.62,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,44,0,1.018929882,25.1
40,160,134.48,104.8,-11.89,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,45,0,0.921072786,21.09
40,192,113.61,105.76,-14.16,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,46,0,0.882033993,19.37
40,224,99.23,106.72,-16.44,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,47,0,0.890065592,19.73
40,256,88.81,107.68,-18.71,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,48,0,0.942658483,22.01
40,288,80.95,108.64,-20.98,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,49,0,1.044911594,26.1
40,320,74.84,109.6,-23.25,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,50,0,1.208607505,31.88
50,39,513.17,101.17,-3.28,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,51,0,1.851519981,48.82
50,78,273.17,102.34,-6.06,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,52,0,1.306726078,34.98
50,117,182.41,103.51,-8.84,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,53,0,1.038093288,25.84
50,156,137.75,104.68,-11.61,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,54,0,0.907490639,20.5
50,195,112.04,105.85,-14.38,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,55,0,0.861836521,18.45
50,234,95.63,107.02,-17.15,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,56,0,0.881367973,19.34
50,273,84.38,108.19,-19.92,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,57,0,0.963778866,22.89
50,312,76.23,109.36,-22.69,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,58,0,1.12208641,28.93
50,351,70.09,110.53,-25.46,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,59,0,1.384287439,37.27
50,390,65.32,111.7,-28.22,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,60,0,1.805027412,47.81
60,46,447.04,101.38,-3.78,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,61,0,1.634552677,43.87
60,92,231.89,102.76,-7.06,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,62,0,1.1475158,29.82
60,138,152.5,104.15,-10.33,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,63,0,0.931334005,21.53
60,184,118.08,105.52,-13.6,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,64,0,0.849769529,17.89
60,230,97.03,106.9,-16.86,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,65,0,0.857723278,18.26
60,276,83.66,108.28,-20.13,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,66,0,0.947894787,22.23
60,322,74.5,109.66,-23.4,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,67,0,1.137447438,29.47
60,368,67.87,111.04,-26.66,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,68,0,1.47348492,39.75
60,414,62.87,112.42,-29.93,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,69,1,2.049261856,52.85
60,460,58.98,113.8,-33.19,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,70,1,3.048987783,68.63
70,55,381.29,101.65,-4.43,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,71,0,1.437570498,38.77
70,110,193.97,103.3,-8.34,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,72,0,1.011516745,24.81
70,165,130.63,104.95,-12.25,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,73,0,0.852770345,18.03
70,220,100.78,106.6,-16.15,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,74,0,0.832404176,17.07
70,275,83.9,108.25,-20.06,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,75,0,0.921768809,21.12
70,330,73.2,109.9,-23.96,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,76,0,1.142902109,29.66
70,385,65.87,111.55,-27.87,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,77,0,1.570801212,42.29
70,440,60.56,113.2,-31.77,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,78,1,2.374480801,58.7
70,495,56.55,114.85,-35.68,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,79,1,3.923980841,78.65
70,550,53.43,116.5,-39.59,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,80,1,7.053567478,101.94
80,64,330.94,101.92,-5.07,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,81,0,1.284542829,34.3
80,128,166.88,103.84,-9.62,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,82,0,0.916907671,20.91
80,192,113.61,105.76,-14.16,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,83,0,0.812933679,16.13
80,256,88.81,107.68,-18.71,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,84,0,0.859236394,18.33
80,320,74.84,109.6,-23.25,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,85,0,1.056818507,26.55
80,384,65.98,111.52,-27.8,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,86,0,1.488400459,40.15
80,448,59.91,113.44,-32.34,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,87,1,2.371493289,58.65
80,512,55.51,115.36,-36.89,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,88,1,4.235070872,81.68
80,576,52.18,117.28,-41.43,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,89,1,8.419448121,108.97
80,640,49.57,119.2,-45.98,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,90,1,18.50709317,140.25
90,90,237.03,102.7,-6.92,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,91,0,1.053364863,26.42
90,180,120.48,105.4,-13.31,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,92,0,0.804787119,15.73
90,270,85.11,108.1,-19.7,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,93,0,0.868808724,18.77
90,360,68.89,110.8,-26.09,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,94,0,1.240362401,32.91
90,450,59.75,113.5,-32.48,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,95,1,2.255025214,56.65
90,540,53.94,116.2,-38.88,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,96,1,5.085807782,88.95
90,630,49.94,118.9,-45.27,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,97,1,13.9663245,129.07
90,720,47.03,121.6,-51.66,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,98,1,45.99989198,176.41
90,810,44.81,124.3,-58.05,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,99,1,179.6648547,230.52
90,900,43.07,127,-64.44,107.87,115,1,14.01,180,-1,2,2,3,2,2,2,100,1,823.6024544,290.99
0,5,983.27,100.41,-3.17,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,101,1,2.347433275,81.89
0,10,1184.21,102.11,-6.34,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,102,1,2.070788369,76.91
0,15,1426.22,103.8,-9.51,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,103,1,1.855020354,72.54
0,20,1717.68,105.47,-12.68,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,104,1,1.683211224,68.68
0,25,2068.71,107.13,-15.85,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,105,1,1.544329854,65.26
0,30,2491.47,108.77,-19.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,106,1,1.430529804,62.22
0,35,3000.64,110.39,-22.19,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,107,1,1.337181758,59.54
0,40,3613.85,112,-25.36,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,108,1,1.260036878,57.18
0,45,4352.39,113.59,-28.53,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,109,1,1.196646833,55.13
0,50,5241.85,115.17,-31.7,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,110,1,1.144774528,53.37
10,6,814.82,100.75,-3.8,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,111,1,2.087540917,77.23
10,12,1018.53,102.79,-7.61,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,112,1,1.818027633,71.74
10,18,1273.15,104.81,-11.41,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,113,1,1.615120056,67.04
10,24,1591.44,106.8,-15.22,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,114,1,1.457801347,62.97
10,30,1989.29,108.77,-19.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,115,1,1.333819058,59.44
10,36,2486.6,110.71,-22.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,116,1,1.235531328,56.4
10,42,3108.24,112.64,-26.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,117,1,1.157527898,53.81
10,48,3885.29,114.54,-30.43,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,118,0,1.095702429,51.63
10,54,4856.6,116.42,-34.24,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,119,0,1.047150673,49.83
10,60,6070.72,118.28,-38.04,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,120,0,1.01011721,48.4
20,7,684.86,101.09,-4.44,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,121,1,1.869085868,72.84
20,14,888.51,103.47,-8.88,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,122,1,1.611869918,66.96
20,21,1152.72,105.81,-13.31,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,123,1,1.423702387,62.03
20,28,1495.49,108.11,-17.75,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,124,1,1.281796924,57.86
20,35,1940.18,110.39,-22.19,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,125,1,1.173078699,54.34
20,42,2517.11,112.64,-26.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,126,0,1.089649615,51.41
20,49,3265.59,114.85,-31.07,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,127,0,1.025751763,49.01
20,56,4236.64,117.04,-35.5,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,128,0,0.977834372,47.11
20,63,5496.44,119.2,-39.94,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,129,0,0.94301487,45.67
20,70,7130.86,121.33,-44.38,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,130,0,0.919566819,44.67
30,8,583.08,101.43,-5.07,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,131,1,1.684907364,68.72
30,16,785.12,104.14,-10.14,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,132,1,1.4421027,62.54
30,24,1057.18,106.8,-15.22,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,133,1,1.269271352,57.47
30,32,1423.5,109.42,-20.29,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,134,1,1.142183245,53.28
30,40,1916.77,112,-25.36,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,135,0,1.047941969,49.86
30,48,2580.96,114.54,-30.43,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,136,0,0.978080616,47.12
30,56,3475.3,117.04,-35.5,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,137,0,0.927473002,45.01
30,64,4679.55,119.51,-40.58,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,138,0,0.892197482,43.47
30,72,6301.08,121.93,-45.65,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,139,0,0.870232096,42.48
30,80,8484.5,124.33,-50.72,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,140,0,0.859561242,41.99
40,9,502.27,101.77,-5.71,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,141,1,1.52808412,64.84
40,18,701.94,104.81,-11.41,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,142,1,1.300981204,58.45
40,27,980.98,107.79,-17.12,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,143,1,1.143046354,53.31
40,36,1370.96,110.71,-22.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,144,0,1.030151892,49.18
40,45,1915.96,113.59,-28.53,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,145,0,0.948969716,45.92
40,54,2677.62,116.42,-34.24,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,146,0,0.891748296,43.45
40,63,3742.07,119.2,-39.94,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,147,0,0.853092748,41.69
40,72,5229.67,121.93,-45.65,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,148,0,0.829579715,40.58
40,81,7308.65,124.62,-51.35,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,149,0,0.821473157,40.19
40,90,10214.09,127.27,-57.06,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,150,0,0.821473157,40.19
50,9.5,429.26,101.94,-6.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,151,1,1.407307488,61.57
50,19,611.16,105.14,-12.05,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,152,1,1.199965812,55.24
50,28.5,870.15,108.28,-18.07,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,153,0,1.057218054,50.21
50,38,1238.9,111.36,-24.09,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,154,0,0.956165188,46.22
50,47.5,1763.9,114.38,-30.12,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,155,0,0.884814765,43.14
50,57,2511.38,117.35,-36.14,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,156,0,0.835659483,40.87
50,66.5,3575.61,120.27,-42.16,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,157,0,0.804078436,39.34
50,76,5090.83,123.13,-48.18,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,158,0,0.787052049,38.49
50,85.5,7248.15,125.95,-54.21,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,159,0,0.782901367,38.28
50,95,10319.66,128.72,-60.23,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,160,0,0.790627286,38.67
60,10,370.48,102.11,-6.34,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,161,1,1.301308823,58.46
60,20,537.38,105.47,-12.68,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,162,0,1.111821502,52.21
60,30,779.46,108.77,-19.02,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,163,0,0.982523613,47.3
60,40,1130.59,112,-25.36,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,164,0,0.892197482,43.47
60,50,1639.91,115.17,-31.7,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,165,0,0.829370858,40.57
60,60,2378.67,118.28,-38.04,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,166,0,0.787448498,38.51
60,70,3450.24,121.33,-44.38,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,167,0,0.762090127,37.21
60,80,5004.53,124.33,-50.72,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,168,0,0.750663304,36.61
60,90,7259.01,127.27,-57.06,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,169,0,0.751987555,36.68
60,100,10529.11,130.15,-63.4,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,170,0,0.764973908,37.36
70,10.5,322.64,102.28,-6.66,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,171,1,1.208455723,55.52
70,21,476.77,105.81,-13.31,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,172,0,1.034831427,49.36
70,31.5,704.53,109.26,-19.97,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,173,0,0.91748531,44.58
70,42,1041.1,112.64,-26.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,174,0,0.836501562,40.91
70,52.5,1538.44,115.95,-33.29,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,175,0,0.781325919,38.2
70,63,2273.38,119.2,-39.94,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,176,0,0.745577286,36.34
70,73.5,3359.4,122.38,-46.6,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,177,0,0.725940965,35.28
70,84,4964.22,125.51,-53.26,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,178,0,0.719571523,34.93
70,94.5,7335.69,128.57,-59.91,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,179,0,0.725575483,35.26
70,105,10840.04,131.58,-66.57,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,180,0,0.743515097,36.23
80,10.75,280.7,102.37,-6.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,181,1,1.130737214,52.88
80,21.5,418.67,105.97,-13.63,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,182,0,0.972922506,46.91
80,32.25,624.45,109.5,-20.45,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,183,0,0.866296884,42.3
80,43,931.38,112.96,-27.26,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,184,0,0.793019796,38.79
80,53.75,1389.17,116.34,-34.08,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,185,0,0.743702333,36.24
80,64.5,2071.97,119.66,-40.89,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,186,0,0.712360562,34.53
80,75.25,3090.37,122.91,-47.71,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,187,0,0.695873161,33.6
80,86,4609.34,126.1,-54.52,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,188,0,0.69202906,33.38
80,96.75,6874.9,129.22,-61.34,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,189,0,0.699914827,33.83
80,107.5,10254.02,132.29,-68.16,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,190,0,0.719390362,34.92
90,11,246.09,102.45,-6.97,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,191,0,1.061485854,50.37
90,22,370.47,106.14,-13.95,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,192,0,0.91748531,44.58
90,33,587.73,109.74,-20.92,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,193,0,0.820646208,40.15
90,44,839.63,113.27,-27.9,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,194,0,0.754263137,36.8
90,55,1264.02,116.73,-34.87,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,195,0,0.709853835,34.39
90,66,1902.92,120.12,-41.84,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,196,0,0.682339625,32.82
90,77,2864.74,123.43,-48.82,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,197,0,0.668732443,32.02
90,88,4312.71,126.68,-55.79,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,198,0,0.667050737,31.92
90,99,6492.56,129.87,-62.77,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,199,0,0.67669343,32.49
90,110,9774.21,132.99,-69.74,40.08,100,2,35.45,181,-1,3,3,3,1,1,1,200,0,0.697276304,33.68
0,1.08,2432.18,100.14,-0.22,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,201,1,12.43009436,86.8
0,2.16,2496,100.25,-0.42,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,202,1,12.13017968,85.83
0,3.24,2559.82,100.37,-0.62,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,203,1,11.8494298,84.9
0,4.32,2623.64,100.49,-0.82,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,204,1,11.58100838,83.99
0,5.4,2687.45,100.61,-1.02,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,205,1,11.33007304,83.12
0,6.48,2751.27,100.73,-1.21,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,206,1,11.08736629,82.26
0,7.56,2815.09,100.85,-1.41,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,207,1,10.85805754,81.43
0,8.64,2878.91,100.97,-1.61,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,208,1,10.63884759,80.62
0,9.72,2942.73,101.09,-1.81,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,209,1,10.42931394,79.83
0,10.8,3006.55,101.2,-2.01,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,210,1,10.22648172,79.05
10,1.3,1280.81,100.16,-0.26,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,211,1,11.21935687,82.73
10,2.6,1321.05,100.3,-0.5,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,212,1,10.9128752,81.63
10,3.9,1361.29,100.45,-0.74,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,213,1,10.62546206,80.57
10,5.2,1401.52,100.59,-0.98,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,214,1,10.35865153,79.56
10,6.5,1441.76,100.73,-1.22,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,215,1,10.10362751,78.57
10,7.8,1482,100.87,-1.46,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,216,1,9.864812623,77.62
10,9.1,1522.24,101.02,-1.7,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,217,1,9.63649408,76.69
10,10.4,1562.48,101.16,-1.93,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,218,1,9.42057334,75.79
10,11.7,1602.71,101.3,-2.17,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,219,1,9.214129588,74.91
10,13,1642.95,101.45,-2.41,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,220,1,9.01902009,74.06
20,1.677,875.55,100.2,-0.33,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,221,1,10.14441405,78.73
20,3.354,910.71,100.39,-0.64,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,222,1,9.807848149,77.39
20,5.031,945.88,100.57,-0.95,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,223,1,9.501568848,76.13
20,6.708,981.04,100.75,-1.26,63.55,73,2,96.7,230,-2,3,3,3,3,3,3,224,1,9.216449937,74.92
